week,paid_social_spend,paid_social_impressions,paid_search_spend,paid_search_impressions,programmatic_display_spend,programmatic_display_impressions,influencer_spend,influencer_impressions,dooh_spend,dooh_impressions,tv_ctv_spend,tv_ctv_impressions,conversions,promo_flag,price_index,competitor_pressure,holiday_flag
2023-03-19,60936.15491716507,1221237.704721794,20706.89637952899,334176.57817370124,12699.193228431135,237168.36496982808,10844.561858533692,57233.22147784284,7101.544137183879,211560.86017759278,3549.0917702243114,24911.838128308886,2301.381706290792,1.0,100.0,40.45033353291923,0.0
2023-03-26,46965.08016114674,898424.1113797821,24654.954157742446,413511.3868074501,6144.077590679767,103309.97953491754,11472.658768825167,69528.81784639349,11009.398995908601,354231.29015593755,51451.58343761104,292759.3643834758,2300.145429873647,0.0,100.0,33.5281625863522,0.0
2023-04-02,32061.571412877125,691367.5588313387,27800.462167361155,451014.13199681015,16562.94182409304,346550.56294406176,1210.630895887394,7967.247182122227,3341.9934909436706,90164.28793444064,15235.6765242959,104603.17489193336,2146.724030577541,0.0,100.0,29.54796180430062,0.0
2023-04-09,20955.857392912247,486346.6836210223,15284.0180272803,260532.19097586605,14757.825691840066,292215.0262832304,8455.435386601417,58949.81522502844,14358.652327859963,434180.9105113666,34590.0281781102,173024.95345945776,2125.6105798328767,0.0,100.0,8.397687196353973,0.0
2023-04-16,5000.495910851147,113096.95703501232,18898.15454655179,339343.55904349923,24475.340796739943,475928.5655053027,4544.622227735907,30175.508131206327,6726.544223362736,236385.55167994037,52186.7656233935,390335.62815769826,2177.979660001177,0.0,100.0,16.97517774470895,0.0
2023-04-23,48570.21127866127,969403.5588329113,10284.673397362045,180280.32771449845,3673.5253030362783,73317.5580656767,1690.3037533608203,8680.695028806726,9205.101559465658,315438.2235811787,23902.032716860733,152458.9571366006,2137.0572680443984,0.0,100.0,14.93736099772368,0.0
2023-04-30,27467.84856306365,602757.3781733622,23015.119444880893,396433.1187693508,15258.809434089066,296788.5318312693,1737.9195800479147,10076.624847860245,2845.9001994910277,106300.7298543992,37011.180207646445,289562.4586638824,2120.5944327684,0.0,100.0,45.807983656553375,0.0
2023-05-07,32234.151060710617,779682.1270850819,27106.150977435136,422210.29629121284,14211.329367503558,280311.3736650979,1086.6180498117521,7249.17064710017,5096.567409889976,182245.47123846298,6714.408163389078,48548.02872261943,2305.522750030323,0.0,100.0,20.575547526204534,0.0
2023-05-14,47280.60063192959,951618.8709496789,28096.139156414476,499331.49999422126,11818.919581058217,184484.91798241233,13437.717542836246,65650.9635975719,9540.105551457946,315809.063605442,16997.69783750468,126617.78245096603,2385.081417056278,0.0,100.0,40.925977174051056,0.0
2023-05-21,52972.433467092116,1178817.0592029125,13095.335478313807,217149.0629642416,9896.13359173671,219926.4577081789,7458.758759488737,52564.75955218941,9985.284038817388,300925.7238731563,25975.689450883787,189749.79093193993,2393.3722377312106,0.0,100.0,23.503099040296412,0.0
2023-05-28,44563.51321087598,906226.2229015082,8276.523113169818,141470.0698576645,16657.349840160987,340301.0627947633,11075.936122045196,59739.338351276136,12123.366931434786,381801.746443,59691.39161141019,398396.2387155614,2196.4119917243693,0.0,100.0,40.59936106450242,0.0
2023-06-04,35311.526490283264,751201.4273417338,28101.79507657173,389969.4065431655,12286.72275491301,216458.57289902237,14142.205113547912,75057.92533730545,8444.052735455876,252556.92131344404,23360.949480491487,155724.9393650991,2446.1312563197725,0.0,100.0,39.53860361277156,0.0
2023-06-11,69388.3977215416,1563589.4126403783,27042.340513105788,420173.59098030755,17204.54350133282,323336.916550504,15324.98085119389,87899.51742986437,11914.346111563784,404766.33703800885,52060.914816919205,315536.6232829426,2685.185879003054,0.0,100.0,59.69044084701124,0.0
2023-06-18,51898.43325181413,1089360.4804649136,19140.990540892606,316565.70905214397,17938.028540088482,282227.13266870764,1152.2432533768804,6400.647204584016,5254.207141518223,164211.4022619919,64142.22472350951,445199.86452225863,2515.5315116064344,0.0,100.0,79.32669670341177,0.0
2023-06-25,57992.42444645993,1285182.7924495367,36455.06466469111,554248.9532349469,33037.067045961485,606716.0428859977,1180.0342928233094,6693.131951505093,13528.164474210516,357512.7774608271,38322.197314556506,215434.46449661822,2629.1035204270247,0.0,100.0,63.497780697338484,0.0
2023-07-02,27488.318358420096,603292.4757076048,27270.46315455591,430735.3199301661,20470.948464519228,395027.7813680488,17135.949460879754,129752.49982299666,9339.836999454168,303876.4735085145,19210.763507208016,113250.28788989037,2580.048926216635,0.0,100.0,81.56051984910067,0.0
2023-07-09,35140.995776174255,771709.7581723125,34086.425333848325,529649.8217072178,5974.635762764125,127830.83604724857,20192.4425670777,126960.84083674193,10189.271507424766,330330.12819439475,33946.163267353804,227014.8163673556,2657.311443558531,0.0,100.0,84.58508059571967,0.0
2023-07-16,67786.27268146115,1522735.7572026425,22869.598790161508,405999.03457060695,11851.279916776337,224733.2692528914,11595.285437780718,77236.53517008385,11068.652382682405,326491.5937057283,2741.9487093146927,18659.118024658772,2480.3352127897324,0.0,100.0,85.007575903231,0.0
2023-07-23,31578.200832794213,779104.0365122007,24165.845142950802,381455.7944920067,29159.222280553542,524782.0457056684,11262.718393908899,62079.76489482889,13440.593905087637,382327.0644380573,20585.57259050376,128883.49933802473,2509.113640688786,0.0,100.0,77.83378230358555,0.0
2023-07-30,22266.3539478265,439355.4438405632,27993.33896853854,426639.66374954314,19776.03890561835,356280.0111799476,2004.7117979481336,11557.063969028237,9889.786140697097,323136.05466211087,51751.48210026855,323332.1329387719,2602.771232864201,0.0,100.0,76.43921026761379,0.0
2023-08-06,57506.0241517601,1151465.8008174666,27999.066517429994,463608.89382697083,26435.285636379827,488761.926763169,1848.7808928435998,9716.119642283464,8644.885197358948,316999.6938126667,34910.58436328399,240777.14576532517,2788.5008027784197,0.0,100.0,75.19357131452932,0.0
2023-08-13,53118.572272523386,1179165.2540882595,31765.09727845653,484792.17141797155,20647.24637055923,372238.55154831934,12509.645605329544,71569.28204778937,8413.154733356107,197022.0561326054,75990.02827376082,436582.5001926645,2501.5036518149705,0.0,100.0,70.79072217744611,0.0
2023-08-20,37047.58431450845,1009025.8963936102,29885.984183554967,513555.0800847232,8319.896178988074,167890.91989193848,10016.664930192474,67022.58614087131,8072.770269684783,265868.669955093,56361.4432053403,401253.1398963574,2901.023477298805,1.0,100.0,64.30093480317127,0.0
2023-08-27,82430.84249356322,1849757.4715947206,24144.440803502173,368566.7003015501,14891.779322914728,288219.7531444804,13162.645929845861,94183.83614017889,9699.385419231368,297908.522957751,43406.00469947649,268302.7468659304,2852.95514892382,0.0,100.0,62.43606459911138,0.0
2023-09-03,60663.60528036245,1495744.2734536403,19887.90608506021,329916.59829617984,27160.74412586811,511496.1790738432,11853.466964140447,56296.45110879135,11347.632325732702,348404.7567950647,31301.63172958041,209436.14080052072,2721.921129873584,0.0,100.0,47.98816121882717,1.0
2023-09-10,26536.856338405385,519912.3094561358,35084.02237501704,536273.7147867667,21877.456640051394,411512.89410854486,15885.85128121505,65380.82118235398,14127.036497154631,414020.30614171166,6754.21794559899,51222.45746585469,2708.174501865528,0.0,100.0,46.22665722218139,0.0
2023-09-17,33360.7970231277,719140.4626018639,24845.59915390387,407225.0211642282,18093.58711371142,401579.97439539374,919.4715276028936,6737.72778621187,10342.262683848932,299222.4685357098,28248.873809161232,178145.10253365236,2745.8609179251516,0.0,100.0,37.61502621775819,0.0
2023-09-24,98345.9068641997,2396685.157531835,34159.36504449268,578867.405251109,16524.9261771857,275505.494488395,15820.491641175438,85805.0086185344,9663.686660539333,327374.27189683734,52970.22604793992,369759.17759809666,2876.904227824964,0.0,100.0,20.394530565167983,0.0
2023-10-01,59531.60068604132,1451745.5982627932,35840.151527390866,559401.011525163,13527.77429930316,279872.2114294408,22965.61011735431,143660.17304644544,16354.897766890183,515292.9447223845,71561.43551086402,471787.6060151218,2772.0209485037904,0.0,100.0,17.430176606299604,0.0
2023-10-08,38295.73240665422,842432.6638829649,41485.91003851985,721844.670919727,15929.794092529513,260011.86417545314,11389.949259469195,75354.75161961195,7857.257691601138,259302.5508415046,48039.67312704593,291291.9783745748,2640.999243948614,0.0,100.0,26.14921552185711,0.0
2023-10-15,49182.23315228992,1087901.0222963972,26481.63882579969,468163.16416348534,25444.55151955101,620081.498959695,1422.152566503245,10630.86574973094,10645.129157821511,321000.4452548167,46970.685135863394,320902.09687742207,2709.622072274916,0.0,100.0,23.990053075730973,0.0
2023-10-22,34335.8544460718,771236.3059248116,24578.327081008854,397239.7941504466,24832.517530125013,440113.27232651913,13453.377574270728,78400.6247346624,3158.280135633984,110030.08243904694,36841.93856434457,258892.42960407372,2698.2110338971233,0.0,100.0,29.015138029326735,0.0
2023-10-29,46432.91599045758,1093440.301186307,25782.8002351898,425454.1911160968,15483.084089014772,289937.23414746235,12914.193285792258,79425.16429349764,14970.555348135136,377880.0701156095,62485.58217442478,425299.1949265544,2862.565526867634,0.0,100.0,4.44012020774597,0.0
2023-11-05,74924.1364491242,1697632.8304546857,18366.532847654453,287012.60165354854,15126.79359677562,290787.21690705395,14464.5078625,75285.70035952039,14574.922602087221,490765.8838843734,20584.577224984976,167676.75886815853,2611.0651966795335,0.0,100.0,30.802371507819814,0.0
2023-11-12,41183.22983869487,920011.1254689527,23292.87706885376,420863.96822087164,21100.420511478897,413314.72831587034,20379.54505803531,105818.92101950367,5603.581728998369,147670.80058561728,35220.566552914664,263838.2814893818,2625.2026352362755,0.0,108.0,11.566415488462958,0.0
2023-11-19,20797.328252840074,501510.7259588819,35400.261418782015,634224.1695184883,20830.219606407365,347484.43693659065,3559.7298787449217,21511.343083003183,7737.10512640553,252066.43234862183,35908.49171685271,242271.60747056728,2447.1667054172794,0.0,108.0,36.50241685431325,0.0
2023-11-26,26415.309506388472,734866.8021086002,33002.59755063543,554035.6339556426,14841.312949697485,324853.70190762065,18528.82901452884,86225.27918823158,5590.200240451312,170774.79379189937,33937.08344204448,204334.21789424773,2785.859508615615,0.0,108.0,23.950956070421345,1.0
2023-12-03,65578.9729383701,1304993.202820783,23539.577057488455,416733.00508979603,10495.64509344666,196463.48639885563,10001.46689458185,44822.00546766139,13067.900102711104,413584.41117391584,3113.1420119396107,19822.40503200109,2444.9822327477364,0.0,108.0,61.786752964901666,0.0
2023-12-10,42172.1584987921,881877.6926079266,28657.89734286139,472055.7742722809,10631.280693928646,211331.11520800772,17576.1337208055,99239.65608503748,8470.66816246233,289403.75279860577,2265.6713654297355,15554.895480401381,2335.7874065393744,0.0,108.0,51.276425924292155,0.0
2023-12-17,12307.604062392347,267157.0950866706,22627.115308791897,361808.9725839856,13680.278926887084,307061.6786427554,901.1664076829708,6666.479401154956,8082.101745156038,236975.74304214396,1083.915776611245,6864.597281905445,2289.736145979935,0.0,108.0,82.21644524608898,0.0
2023-12-24,69212.52618984897,1485078.3123416817,24439.626433009966,424490.49660066736,8936.495663770813,157274.99438793966,11087.96225749325,71673.32166820313,5901.232686228805,161197.86132119308,20020.06550870448,121619.81185627512,2251.145439473619,0.0,108.0,72.31310321159425,0.0
2023-12-31,56717.44360201529,1179145.184400661,11994.418348954376,178201.74988521606,13223.146452407556,281602.8184917447,1575.6673397883333,12400.948905805957,7155.392832296809,207522.97695217378,22513.8652464669,141685.23705524896,2269.2631263976677,0.0,108.0,81.99039482680874,0.0
2024-01-07,32950.0687574942,594768.0385180785,24084.069092302823,375581.223617128,7955.148976713707,178860.06471863235,11179.404531601525,63319.512072915415,10921.26634223725,323497.0490380036,28472.381266605065,174425.61224787368,2182.107407738998,0.0,108.0,82.97769247128304,0.0
2024-01-14,57653.53227548548,1296827.586165809,22694.469793161563,368359.75605583383,8323.58021619933,168677.6761970785,1618.3198873060874,10639.888984036175,10018.588909596414,291586.4799795346,44402.990350827866,300033.6530009032,2286.700600550037,0.0,108.0,94.26597991057194,0.0
2024-01-21,36888.937807782706,766066.760752979,16623.827522578762,240740.47552850793,22536.76777089531,398844.61789198994,9297.017720928798,64150.53715947381,4178.668114218522,115979.2782558972,53799.998655768744,337537.0017577107,2550.4670874258677,0.0,108.0,79.40699622554965,0.0
2024-01-28,38998.14759582296,730261.7763759646,18248.54118045482,311938.6031012171,12952.234593774612,298576.2008847359,3207.3773896135426,23047.026339476644,8211.435813661958,250344.4264001597,54055.79170262082,328764.0878144714,2435.265142725203,0.0,108.0,68.54638180665525,0.0
2024-02-04,56659.493228230545,1098854.9641271804,12432.01651494658,215094.8118391724,10521.814416157296,226468.13757240295,18093.856669651686,96345.79061728582,4772.1598100788815,150118.62807531777,44771.33521158044,329071.5568137941,2727.8272835850416,0.0,108.0,64.62037744206744,1.0
2024-02-11,25930.043412376515,518992.3347423956,18797.26367127328,303352.3604461641,12929.801735853005,233865.76709705204,796.1012951946109,5247.666685188836,11116.328727618653,307579.2025011388,33687.314804300775,245986.96374426037,2340.4426282890777,0.0,108.0,61.79633641705799,0.0
2024-02-18,37634.429591066946,733197.0532107222,38020.09930557432,604862.558662608,9353.377971609123,179188.93158685885,6886.303977868872,42738.692957174164,7564.424283930368,254501.63610762218,32048.15390694214,185796.4285528523,2144.7337986233383,0.0,108.0,63.469243733618065,0.0
2024-02-25,23260.091808888777,497243.4910206894,15223.629715630326,239827.60391932674,13950.107856593455,288012.646001978,10019.796696004143,54793.51843341568,9384.00897118062,312711.19213972,28556.360635093013,185680.33379542452,2524.4007791959425,1.0,108.0,59.00912929967733,0.0
2024-03-03,32394.293491290722,778674.2560001063,15798.554918611982,260264.4139670375,16992.72471629126,339501.47303775273,11608.278864387561,68077.57458348676,3519.356996492405,110819.39261845207,10766.63314409418,65335.12652422526,2494.6751608220543,1.0,108.0,46.92394212494808,0.0
2024-03-10,54046.74702883548,1203519.0457876606,20649.57701513047,327620.96354547294,14848.517551063027,262908.31589503656,0.0,0.0,7618.224137275364,221173.22369184686,16601.029367203064,88200.88962029027,2258.49387666348,0.0,108.0,43.09497539425888,0.0
2024-03-17,40082.7855189482,847280.4443490778,296.76353356581603,5746.13470690362,19328.358934963297,353206.1146785127,6947.063720854563,37202.357175638004,9700.770079593822,308572.5257992662,25759.635204478207,171917.8042289078,2152.7785998757727,0.0,108.0,47.60391820415666,0.0
2024-03-24,60012.19100412715,1451036.331145153,14800.052893539023,241221.91539211004,11280.890149632241,241105.76329023158,10963.539078724889,66964.22847188207,10788.680462860972,336402.1340184509,2240.552255911916,15177.5617915192,2220.876992726212,0.0,108.0,15.217899077824248,0.0
2024-03-31,44525.25076865036,922936.3113205374,7943.359529940897,140625.9041163817,11062.477790989175,224941.83884242552,13032.029198526296,74208.85226462611,9843.585808421432,270110.40524756693,37754.64207858089,278370.7987036105,2463.215791754634,0.0,108.0,20.344550565830133,0.0
2024-04-07,47556.90877847542,993472.4655518712,20520.663463328725,282053.3933061722,24448.523371303134,354750.2132993096,13635.663812187451,91574.38411623277,7156.801854201952,198444.59517859836,885.7529434308672,6336.182031735942,2684.0818758468495,0.0,108.0,29.820408638899707,0.0
2024-04-14,49339.52444237251,997887.0033335276,33233.07766585469,495045.2107459986,16956.905175674234,400857.90687251755,1096.2335132917058,7472.038883848328,4400.743745657916,131089.94098218868,486.01784722161506,3756.4515763339873,2386.176074418767,0.0,108.0,11.586216513268987,0.0
2024-04-21,28777.796895416148,623055.5661697856,14727.185637929902,240590.66495948532,7595.190477478044,150980.62798959162,1130.3312081939266,7583.3651913390395,9304.851429066119,290152.06348345627,48149.630419026515,313257.0503589174,2162.6106449382955,0.0,108.0,28.65799078127386,0.0
2024-04-28,35864.50252428128,820968.5741705247,21911.657082184975,422195.1102828635,11508.089156447544,212957.96783073145,1407.3111517335792,9326.307926580943,2509.9001268310094,71814.19394890257,4774.508839629205,31786.15445553009,2226.7406359044057,0.0,108.0,18.921492518796345,0.0
2024-05-05,32851.49890586281,633076.4593297567,17326.69068179036,261632.94173682603,11530.129483063292,217281.0278124531,5147.759025304832,28775.2625531289,3095.7542723057695,102700.10488384865,33291.06466776043,215221.58269123075,2436.6270072024986,0.0,108.0,21.213123009660027,0.0
2024-05-12,30141.199245352538,623632.2985603918,1241.4788656136807,24911.14736193717,17605.585959274813,353861.78770855436,13448.667252247124,86857.48589635646,6529.831547576852,216042.59285632143,47535.69288781267,298166.0411598696,2230.698533774322,0.0,108.0,29.317772692594247,0.0
2024-05-19,53857.77744748038,1369878.178249083,17649.438822253214,297400.3866080385,14958.766743503527,259667.18504397417,1496.9202622600496,12449.773278931954,7840.349698004429,240230.51084741586,18148.91404079642,116538.41757988316,2646.314936379334,0.0,108.0,38.33425014912107,0.0
2024-05-26,36701.79616659146,736083.8041219731,24983.531728052963,438165.73928411095,16395.80162912382,307858.33013938373,12078.884070285174,62932.98678509159,8743.892621384926,261036.84942852758,2304.1739958048956,16487.4182895435,2558.807361263646,0.0,108.0,41.06560422322022,0.0
2024-06-02,11977.822987663207,277861.0463434161,20620.871662673948,325893.46102072374,26116.047996886944,527389.1104457767,5625.96214740778,35208.921084630434,7094.6934708708,239199.06640898564,48153.556041734,317692.80645656306,2558.6520867718514,0.0,108.0,63.15927198373841,0.0
2024-06-09,43760.71238135307,938644.5319358152,29110.61404711842,484124.7428906918,16730.558821925944,343721.80680831417,8602.949105261978,63099.847392135,947.75179519023,33006.63095135158,34119.38404848651,216336.7786707445,2499.7026112034105,0.0,108.0,55.2636811884496,0.0
2024-06-16,34506.91358156859,756212.4399462083,10340.982528453118,173415.8341271602,19367.537947716268,340708.1084851448,11860.042359629215,87176.84865987042,3889.6253330713253,107157.60869560413,37709.87247664873,211801.64318407752,2609.797384415323,0.0,108.0,74.39428269185642,0.0
2024-06-23,34739.64643771779,748006.0001524428,20730.228083282032,327534.5928839775,18648.90560895557,358833.31953878625,18765.626288192438,122599.57558156266,5354.627960886786,166904.21464637664,50906.830060661945,328699.0983420779,2741.400231673113,0.0,108.0,79.42940349325956,0.0
2024-06-30,23292.35767232428,488463.26542059006,19830.605110020115,316006.26672309765,26839.458570754534,538708.7147154043,16670.071588206167,128384.92384995379,8988.472966663321,268674.29039025726,45666.3860615738,283232.7371204969,2692.162402807726,0.0,108.0,73.63381750114198,0.0
2024-07-07,61132.62576136763,1337051.7891353532,10066.427278814992,168087.24849775602,16341.532171406172,303066.6027554008,18613.467363417276,107604.9254659612,9729.691322093566,312746.2708954335,45998.172705763754,293129.9198296506,2734.898781030763,0.0,108.0,89.56670104829067,0.0
2024-07-14,63281.67073654123,1379766.4946578965,18969.067815589147,320241.3907527067,21222.285737230846,474268.54749499226,1264.791017164336,7352.280831693463,11400.31332892262,372281.1314492528,2981.96093702101,24758.721445944546,2560.0648429952103,0.0,108.0,94.66331633892658,0.0
2024-07-21,50609.23283638029,1177953.8410702364,20435.135382932727,342685.2237638092,18209.830662305994,382611.45749173476,16578.7074514007,114309.85551419754,9671.336649225388,247073.17774017376,39458.74262724696,248628.71403207968,3038.574463837099,0.0,108.0,84.91870459991773,0.0
2024-07-28,20160.421297874826,536640.0836176269,25698.484694350078,394505.4643635072,15996.532105559874,279647.1830846914,1406.6101064397267,9730.035770123859,13307.310888697444,482755.0247790474,35142.18889192444,216524.47455429315,2491.0521781501175,0.0,108.0,84.80295244827393,0.0
2024-08-04,73352.90762786749,1532821.460682747,25866.112628649265,428984.2613787161,19008.636689347968,345592.61638434493,14937.732341207784,90978.20871792448,14091.706835949455,321586.8252136695,2758.0300384024376,20803.168516852013,2990.519491611782,0.0,108.0,60.24263083497146,0.0
2024-08-11,50561.88943397699,1236247.3903969815,32533.71042374468,520321.2033415245,29633.549081537614,502230.0796940964,12923.789104385236,63990.990292376526,9374.038187403316,263178.84823613975,39297.73182715376,278886.2847746302,2756.3339266975354,0.0,108.0,74.00973639769985,0.0
2024-08-18,63352.91161050362,1544490.9294054685,25034.585402984525,363690.07421252195,13965.157337968498,270887.6457037541,1783.5454190562327,12299.657267461134,10382.703252688794,385033.6038769899,36654.24295076165,247668.50221587595,3203.7496280897576,1.0,108.0,72.1046545444091,0.0
2024-08-25,42449.021232417814,943289.7005662404,39037.74472353614,679809.5463300052,19289.229951664613,369694.61501297366,13608.770106158861,94360.30773180188,12406.21293904396,387865.2583395673,2024.4379310958157,14666.570083323386,3157.0406112322657,0.0,108.0,71.09585247014337,0.0
2024-09-01,69572.03292458117,1357445.0425021495,33251.636785610004,547311.1647646322,12612.512749084523,241714.68632164501,15185.926482261595,70451.48668218641,15950.848083063847,551549.5639371122,25068.505695290427,182941.77906083845,2853.239903931145,0.0,108.0,45.63954313692813,1.0
2024-09-08,69991.61880253631,1523414.6234532043,39075.70131926603,642683.615075511,18532.52338230347,351137.48085373314,19989.342630427414,130895.5324738203,13780.760793478883,391387.4537870001,58584.947854950864,375199.9499881444,3009.39370627866,0.0,108.0,43.79445767335722,0.0
2024-09-15,38276.137857498165,736494.6335237403,22615.750382249153,384381.0377802998,8283.623302569355,163420.9258478434,7700.833251655469,46294.38350408798,10042.42832592122,284829.9431450112,71705.61905624405,443565.32415815163,2843.897851319114,0.0,108.0,45.049157559595294,0.0
2024-09-22,48091.97034290832,1030030.9168819804,26070.95559928186,418154.81378954725,19855.877507522902,329599.8526449244,16448.21150732327,110167.90815334703,8548.132771554667,270836.71639859804,55366.25487029685,401885.7860876239,2802.6701295619628,0.0,108.0,24.076049195638877,0.0
2024-09-29,52244.551328934365,1056954.8535385942,7751.514771024184,123970.97993379424,23236.23187803167,524596.0484722169,197.65715730443117,1501.0917096946707,12309.099027680186,314412.3667676048,43919.88089451527,235212.12378212294,2595.89406809353,0.0,108.0,30.090526406759064,0.0
2024-10-06,42474.69799027823,982698.0456112378,21859.800278847302,358537.0322249057,3625.967415532392,67404.3432810157,1131.5829497146403,6325.80463589546,12936.875495368498,365829.659104059,11815.727301157975,73925.52795452005,2978.7058628434097,0.0,108.0,0.0,0.0
2024-10-13,55810.09602944215,1221397.6086808133,28296.776661911103,445336.5542299045,11167.851550493087,220386.65422355323,1144.23804970382,8620.346212899314,9452.02890899967,300387.2646302802,4026.7853800149423,27771.06179764591,2657.263158663827,0.0,108.0,25.146810619244164,0.0
2024-10-20,50656.522939576724,923520.1346874415,26902.31158285616,456416.9026260732,16297.046752305736,268086.6763470034,16419.688164438157,89697.18200739649,13614.785412627949,385282.8383732692,54003.293473393,329851.03879926045,2922.6466262716317,0.0,108.0,7.481078762478225,0.0
2024-10-27,25907.50099860245,594166.8564466523,6771.908647347089,109599.82092587979,16098.61295133384,325942.58730271255,11179.446236124779,72660.4209753974,13409.251758243212,428668.801055695,66345.00388372525,360718.00874166354,2837.5008821954557,0.0,108.0,9.16681984152297,0.0
2024-11-03,32561.75469357332,767875.127105682,38825.9778220488,660601.6307420057,17562.756436288735,316642.41089219216,16557.333873157448,97773.94746930603,5435.575953733335,155362.17800912235,23966.91205497038,149473.70588339434,2756.991779978361,0.0,108.0,23.393186633341827,0.0
2024-11-10,32397.28005686166,593788.7475274315,29852.512208069118,438094.8846174276,6208.934949595312,120794.14635046957,15413.679399708648,99843.85552819443,7578.98995544608,247678.898220176,41483.18159209974,289302.23653605575,2766.9786235229044,0.0,108.0,26.90830362582104,0.0
2024-11-17,43299.3494762026,1006208.9262929753,11808.33683850081,202724.0871297815,20526.44881178756,413919.66389162984,1360.1636255852359,8561.479701481478,8559.777609839222,290771.83927024703,59164.23162535491,315545.6501190119,2640.702385567424,0.0,108.0,36.94743227501231,0.0
2024-11-24,67284.10370905197,1190206.9106415203,20699.612813004456,337182.11469317385,19638.16070172334,362072.94281072373,1267.742412485666,6790.616835225739,9996.85982769584,260108.9031020618,40945.99338329339,166803.15829953158,2791.68427329075,0.0,108.0,23.579377092741222,1.0
2024-12-01,70882.34672862882,1443122.073339179,19333.113344422483,330723.2599277434,11805.058829723566,249989.94716917843,8987.161714330716,49026.71910420951,6948.663141337528,207545.17280684967,28765.511039224046,188716.8053424789,2585.8978598812364,0.0,115.0,42.38183237057003,0.0
2024-12-08,26918.194611360297,590443.121137133,9197.610875691033,161667.07045774168,14533.567793842694,296418.12368875276,14100.77392887326,96588.92159755451,9433.013672576348,260396.7865564114,42787.31347093851,271027.07303994475,2552.604765873175,0.0,115.0,72.76165964515005,0.0
2024-12-15,42171.79602158023,932651.3857586683,19922.011979072333,324327.4647886764,13540.979302356385,276913.04392158275,740.6542369352801,4075.1470392675565,2603.016412444764,82155.30246845569,36186.23355600866,211049.69576895863,2617.4236161100603,0.0,115.0,64.79218099188712,0.0
2024-12-22,42784.16909148406,921770.2469766997,17448.500677735406,298242.0846334202,18069.958915247647,355082.90144810505,17389.33010474147,80793.07329635113,12815.919493508472,336598.62312194094,28165.210584183358,151576.7705468978,2689.8984878796477,0.0,115.0,62.14426071146427,0.0
