channel,market,week,treated,spend,impressions,conversions,campaign_window,pre_period
paid_social,5,5,0,4915.970671157047,147479.1201347114,720.6281218884562,0,1
paid_social,5,6,0,4565.804665182524,136974.13995547572,779.9280154070699,1,0
paid_social,5,7,0,5380.111444210107,161403.3433263032,780.8907360656962,1,0
paid_social,5,8,0,4281.718538628424,128451.55615885272,795.2578292248385,1,0
paid_social,5,9,0,5385.404683058083,161562.1404917425,798.9173545219091,1,0
paid_social,5,10,0,4410.024048746288,132300.72146238864,773.6842970058922,1,0
paid_social,5,11,0,4206.982345974526,126209.47037923578,736.929740695158,1,0
paid_social,5,12,0,4300.973032137709,129029.19096413128,698.0614557822744,1,0
paid_social,5,13,0,4521.72316404997,135651.69492149912,672.5218470003751,1,0
paid_social,5,14,0,4265.681714365441,127970.45143096322,594.8559488586463,1,0
paid_social,5,15,0,4763.796691834911,142913.90075504733,584.9351910060869,1,0
paid_social,5,16,0,3624.3780915735465,108731.34274720639,544.7968112882444,1,0
paid_social,5,17,0,3424.2246332867576,102726.73899860273,500.4488389734401,1,0
paid_social,5,18,0,3456.9464604907052,103708.39381472116,519.0981293011906,0,0
paid_social,5,19,0,4437.827903745124,133134.8371123537,536.477512528753,0,0
paid_social,6,0,1,4472.937848231836,134188.13544695507,635.3930888000795,0,1
paid_social,6,1,1,4019.3635806045336,120580.907418136,701.0078299852388,0,1
paid_social,6,2,1,5914.237168172873,177427.1150451862,753.1851818351587,0,1
paid_social,6,3,1,4844.1210202246675,145323.63060674001,794.2614640401262,0,1
paid_social,6,4,1,4939.530563582564,148185.91690747693,840.1103818592408,0,1
paid_social,6,5,1,3623.9805978120944,108719.41793436283,865.3894040477279,0,1
paid_social,6,6,1,8425.058888339725,252751.76665019174,892.6871893900953,1,0
paid_social,6,7,1,9043.348278883468,271300.44836650405,959.2221904051901,1,0
paid_social,6,8,1,9184.669703871412,275540.09111614234,943.6485380020839,1,0
paid_social,6,9,1,9025.070454137245,270752.11362411734,945.7611927040376,1,0
paid_social,6,10,1,9108.483584640866,273254.507539226,928.7138165720995,1,0
paid_social,6,11,1,8623.884447154427,258716.53341463284,908.2156938205483,1,0
paid_social,6,12,1,9361.47529435171,280844.2588305513,892.4673570399433,1,0
paid_social,6,13,1,8173.131875786216,245193.9562735865,829.3134834881282,1,0
paid_social,6,14,1,8293.61679193547,248808.50375806412,810.6480783568336,1,0
paid_social,6,15,1,7295.31379928498,218859.4139785494,758.9754744353658,1,0
paid_social,6,16,1,8167.354373104243,245020.63119312728,707.0157859991713,1,0
paid_social,6,17,1,8259.301517260437,247779.04551781312,693.3984422222414,1,0
paid_social,6,18,1,5248.9771213930635,157469.3136417919,697.1203034129487,0,0
paid_social,6,19,1,4757.756142764795,142732.68428294387,685.5200064406898,0,0
paid_social,7,0,0,1854.0722664588463,55622.16799376539,525.9600449033222,0,1
paid_social,7,1,0,3431.71920279415,102951.5760838245,692.3276521224313,0,1
paid_social,7,2,0,2539.3590606736757,76180.77182021027,701.8969928863308,0,1
paid_social,7,3,0,3039.7094240849924,91191.28272254977,775.4056379866886,0,1
paid_social,7,4,0,3452.7725342756185,103583.17602826856,851.9731879846807,0,1
paid_social,7,5,0,3025.6782786263407,90770.34835879022,866.4904130252703,0,1
paid_social,7,6,0,3342.691982570513,100280.7594771154,928.1474623527921,1,0
paid_social,7,7,0,3561.375208903751,106841.25626711253,917.1405347992151,1,0
paid_social,7,8,0,3267.299356127136,98018.98068381408,935.1687848879491,1,0
paid_social,7,9,0,3468.5836715890855,104057.51014767257,959.9619285156746,1,0
paid_social,7,10,0,3398.9851232412057,101969.55369723617,881.8000660824505,1,0
paid_social,7,11,0,2603.2322203321846,78096.96660996554,861.9551626451324,1,0
paid_social,7,12,0,3835.235179155336,115057.05537466008,822.1671909746271,1,0
paid_social,7,13,0,3837.426727180376,115122.80181541128,785.8857997333637,1,0
paid_social,7,14,0,3378.3273840866473,101349.82152259942,779.2560671467536,1,0
paid_social,7,15,0,2677.484243760999,80324.52731282997,715.2375760452647,1,0
paid_social,7,16,0,3211.763845746608,96352.91537239823,683.5318688195226,1,0
paid_social,7,17,0,3209.5969956098634,96287.9098682959,670.210971794307,1,0
paid_social,7,18,0,3315.504216647576,99465.12649942728,662.1653579134138,0,0
paid_social,7,19,0,3074.27549799155,92228.2649397465,682.3550596621415,0,0
paid_social,8,0,0,9116.377565011568,273491.32695034705,618.4580788826875,0,1
paid_social,8,1,0,8369.688752516584,251090.66257549752,666.9782251550265,0,1
paid_social,8,2,0,9452.181220976361,283565.4366292908,746.7493622291346,0,1
paid_social,8,3,0,7679.937578685715,230398.12736057147,764.7412501425252,0,1
paid_social,8,4,0,9873.151532959264,296194.54598877794,809.7035667854481,0,1
paid_social,8,5,0,8845.764318532567,265372.929555977,833.8919293712758,0,1
paid_social,8,6,0,9173.586311804336,275207.5893541301,850.5989524152251,1,0
paid_social,8,7,0,9706.073009850263,291182.1902955079,897.9075652938088,1,0
paid_social,8,8,0,9065.065334918329,271951.96004754986,898.2085401102281,1,0
paid_social,8,9,0,9348.83496619462,280465.0489858386,902.152611980599,1,0
paid_social,8,10,0,8067.392457061315,242021.77371183946,877.6949757854956,1,0
paid_social,8,11,0,9986.751193380982,299602.5358014295,839.411980209493,1,0
paid_social,8,12,0,9878.588717393955,296357.66152181866,827.1273148570634,1,0
paid_social,8,13,0,6112.372424846706,183371.17274540119,759.025203122869,1,0
paid_social,8,14,0,9237.601226372633,277128.036791179,746.6775256670788,1,0
paid_social,8,15,0,11055.880147627655,331676.4044288297,687.6441058013775,1,0
paid_social,8,16,0,6909.980615871322,207299.41847613966,659.2982183260114,1,0
paid_social,8,17,0,8448.245848273562,253447.37544820688,652.9615040963716,1,0
paid_social,8,18,0,8972.198625069777,269165.9587520933,642.8692418811488,0,0
paid_social,8,19,0,9057.214384793599,271716.43154380796,635.9774563063067,0,0
paid_social,9,0,1,2169.005405652011,65070.16216956034,462.2086823239946,0,1
paid_social,9,1,1,2643.865277822033,79315.95833466099,575.8952342314759,0,1
paid_social,9,2,1,2381.072461043785,71432.17383131356,617.869185800347,0,1
paid_social,9,3,1,2318.741251579682,69562.23754739045,653.5114694932645,0,1
paid_social,9,4,1,2373.9764718934703,71219.29415680411,692.1099192850916,0,1
paid_social,9,5,1,2709.817860241281,81294.53580723843,738.2841984836942,0,1
paid_social,9,6,1,4456.748443443155,133702.45330329466,846.6560754020433,1,0
paid_social,9,7,1,3804.504682802182,114135.14048406546,842.0205132426925,1,0
paid_social,9,8,1,4358.258315242911,130747.74945728731,867.3001920788142,1,0
paid_social,9,9,1,4639.55172219733,139186.5516659199,889.3156280171524,1,0
paid_social,9,10,1,4074.937772575641,122248.13317726922,836.392392119064,1,0
paid_social,9,11,1,4473.000406839764,134190.0122051929,805.5341554533207,1,0
paid_social,9,12,1,4048.880284790886,121466.40854372657,751.3250719558921,1,0
paid_social,9,13,1,4232.947716939701,126988.43150819105,752.9658754158559,1,0
paid_social,9,14,1,3849.6748346916615,115490.24504074984,705.0944778906413,1,0
paid_social,9,15,1,3863.830173742318,115914.90521226954,669.4478498817177,1,0
paid_social,9,16,1,4337.56400554802,130126.9201664406,679.6309010152781,1,0
paid_social,9,17,1,3762.199730009573,112865.99190028719,620.9699575532379,1,0
paid_social,9,18,1,2311.640377537481,69349.21132612444,588.7899458364709,0,0
paid_social,9,19,1,2157.7548545071704,64732.645635215114,572.303583645854,0,0
paid_social,10,0,0,2266.289905015553,67988.69715046659,420.9524147370071,0,1
paid_social,10,1,0,2429.47931319937,72884.3793959811,521.7275401872479,0,1
paid_social,10,2,0,2689.5249218026934,80685.7476540808,548.130480626347,0,1
paid_social,10,3,0,2747.829431161326,82434.88293483977,616.560398888955,0,1
paid_social,10,4,0,2678.7498478735038,80362.4954362051,665.93915514693,0,1
paid_social,10,5,0,2450.2113526115813,73506.34057834744,696.9175512714703,0,1
paid_social,10,6,0,2375.7987431142824,71273.96229342847,743.0088799443787,1,0
paid_social,10,7,0,2971.634130816656,89149.02392449968,760.3411560540271,1,0
paid_social,10,8,0,3037.9852193612337,91139.55658083702,763.005674048647,1,0
paid_social,10,9,0,2708.6246366553432,81258.73909966029,733.7065659651903,1,0
paid_social,10,10,0,2606.5314393087115,78195.94317926135,742.0938629172649,1,0
paid_social,10,11,0,2716.7544340705595,81502.63302211679,721.2858329517436,1,0
paid_social,10,12,0,2330.0123215857498,69900.36964757249,678.6458337920659,1,0
paid_social,10,13,0,2580.5709382960276,77417.12814888083,629.0417800605779,1,0
paid_social,10,14,0,2855.9500182992606,85678.50054897781,596.4636683608824,1,0
paid_social,10,15,0,2894.3822473068003,86831.46741920401,544.1115742643696,1,0
paid_social,10,16,0,2793.049177732982,83791.47533198947,547.001081627762,1,0
paid_social,10,17,0,2395.8718751993338,71876.15625598001,499.96324575716795,1,0
paid_social,10,18,0,2497.9870457322872,74939.61137196861,514.9321564875469,0,0
paid_social,10,19,0,2779.38224044548,83381.4672133644,529.8525564262383,0,0
paid_social,11,0,1,2494.617902643974,74838.53707931923,489.98026142101946,0,1
paid_social,11,1,1,2314.713124888279,69441.39374664836,578.8130171230099,0,1
paid_social,11,2,1,2039.7811591397965,61193.4347741939,604.7972195257904,0,1
paid_social,11,3,1,2231.326832983865,66939.80498951595,690.5439562951824,0,1
paid_social,11,4,1,2520.9946331114966,75629.83899334489,725.912074767861,0,1
paid_social,11,5,1,2288.4433239264818,68653.29971779445,753.1142750770911,0,1
paid_social,11,6,1,3792.7705127181157,113783.11538154347,821.445021007785,1,0
paid_social,11,7,1,3836.125041996322,115083.75125988966,876.8695359172413,1,0
paid_social,11,8,1,4094.0095548612103,122820.28664583631,868.8685934332398,1,0
paid_social,11,9,1,4012.4677912909992,120374.03373872998,865.9528411149865,1,0
paid_social,11,10,1,4196.570475857141,125897.11427571424,837.1574521796446,1,0
paid_social,11,11,1,3979.9554685279027,119398.66405583709,840.5396348171424,1,0
paid_social,11,12,1,3954.3980699815042,118631.94209944512,812.4831033682603,1,0
paid_social,11,13,1,4194.515657589828,125835.46972769484,734.9891237058671,1,0
paid_social,11,14,1,3647.1099066488473,109413.29719946542,696.275762556451,1,0
paid_social,11,15,1,4151.858241983932,124555.74725951796,668.937747227801,1,0
paid_social,11,16,1,4089.7291365556816,122691.87409667045,667.1641737034657,1,0
paid_social,11,17,1,3316.6028932827057,99498.08679848118,635.517641788451,1,0
paid_social,11,18,1,2354.332227211847,70629.96681635542,577.447266722114,0,0
paid_social,11,19,1,1879.2219731203365,56376.659193610096,557.9455876965193,0,0
paid_social,12,0,1,2130.329454419529,63909.88363258588,454.1486157736166,0,1
paid_social,12,1,1,2371.3284141452564,71139.8524243577,563.030361068335,0,1
paid_social,12,2,1,2785.4716181771905,83564.14854531572,630.4473970093643,0,1
paid_social,12,3,1,2270.7912889308664,68123.738667926,632.4267820905013,0,1
paid_social,12,4,1,2354.6706943959257,70640.12083187776,714.8114177952672,0,1
paid_social,12,5,1,2565.1032594660155,76953.09778398047,754.2495188184276,0,1
paid_social,12,6,1,4134.882325614197,124046.46976842592,842.7891228711334,1,0
paid_social,12,7,1,3804.569730438709,114137.09191316128,856.1282828058686,1,0
paid_social,12,8,1,4366.083177402037,130982.49532206112,861.0331884171338,1,0
paid_social,12,9,1,3737.846682793728,112135.40048381184,842.9833504707789,1,0
paid_social,12,10,1,4360.435187759181,130813.05563277542,831.1328769753544,1,0
paid_social,12,11,1,3902.0149000550027,117060.44700165009,804.7870407579654,1,0
paid_social,12,12,1,3822.003953917249,114660.11861751747,766.4029645633134,1,0
paid_social,12,13,1,3638.9434606184454,109168.30381855337,743.2217204953513,1,0
paid_social,12,14,1,4140.894873492141,124226.84620476424,702.3603542638726,1,0
paid_social,12,15,1,3740.0141325523377,112200.42397657013,651.9588899335309,1,0
paid_social,12,16,1,4045.884596881513,121376.53790644539,626.3874818542796,1,0
paid_social,12,17,1,3482.28294804022,104468.4884412066,562.8949624938706,1,0
paid_social,12,18,1,2291.905843357937,68757.17530073812,552.7616983981768,0,0
paid_social,12,19,1,2509.1634593224007,75274.90377967202,545.2168726961054,0,0
paid_social,13,0,1,5712.451735621251,171373.55206863754,689.6929612760199,0,1
paid_social,13,1,1,4243.0983154696705,127292.94946409011,738.7056501847903,0,1
paid_social,13,2,1,5053.25232302254,151597.5696906762,782.6699936280451,0,1
paid_social,13,3,1,4335.659397694643,130069.7819308393,805.0585287087282,0,1
paid_social,13,4,1,4221.469601407607,126644.0880422282,856.4759638924927,0,1
paid_social,13,5,1,4776.208497983345,143286.25493950036,892.8002068107945,0,1
paid_social,13,6,1,7929.890252967848,237896.70758903545,938.1213518357756,1,0
paid_social,13,7,1,8026.413574768115,240792.40724304345,971.1448443080473,1,0
paid_social,13,8,1,8063.997469484822,241919.92408454468,994.371072734552,1,0
paid_social,13,9,1,7583.95294625569,227518.5883876707,959.4979462289564,1,0
paid_social,13,10,1,8344.2635985302,250327.90795590603,963.8166061267173,1,0
paid_social,13,11,1,8372.332812502345,251169.98437507037,908.5541252633427,1,0
paid_social,13,12,1,8412.974644624504,252389.23933873515,915.9758966758302,1,0
paid_social,13,13,1,7788.343048648221,233650.29145944663,862.1076766890785,1,0
paid_social,13,14,1,7615.972527785499,228479.17583356495,826.7315300166129,1,0
paid_social,13,15,1,8650.728363083666,259521.85089251,815.611043795229,1,0
paid_social,13,16,1,7432.0482201029645,222961.44660308893,702.9236979124936,1,0
paid_social,13,17,1,8031.991366067422,240959.74098202266,739.9016459973246,1,0
paid_social,13,18,1,4347.967426531493,130439.0227959448,715.0315844303892,0,0
paid_social,13,19,1,3882.7511803995103,116482.53541198531,705.9851202690372,0,0
paid_social,14,0,1,8427.40194316224,252822.0582948672,674.2057884589814,0,1
paid_social,14,1,1,10593.18505569572,317795.5516708716,745.6507023494744,0,1
paid_social,14,2,1,10248.68091745983,307460.4275237949,763.0539182041651,0,1
paid_social,14,3,1,11088.009820033498,332640.2946010049,844.013317708755,0,1
paid_social,14,4,1,11021.683082630268,330650.49247890804,896.6868230458905,0,1
paid_social,14,5,1,9034.639130785707,271039.1739235712,927.244070437384,0,1
paid_social,14,6,1,15853.277963480294,475598.3389044088,960.0389207535865,1,0
paid_social,14,7,1,16122.653591434446,483679.6077430334,985.9789636945745,1,0
paid_social,14,8,1,16477.238835704873,494317.1650711462,986.4953001652584,1,0
paid_social,14,9,1,19683.244969754338,590497.3490926301,966.7804780462004,1,0
paid_social,14,10,1,16784.295818040377,503528.8745412113,938.0634134464628,1,0
paid_social,14,11,1,17282.435072662058,518473.05217986176,922.2017497109379,1,0
paid_social,14,12,1,15607.731790086335,468231.95370259,871.2068523745086,1,0
paid_social,14,13,1,15966.47619935603,478994.2859806809,849.8840614575173,1,0
paid_social,14,14,1,16545.653504272588,496369.6051281776,832.1527244704339,1,0
paid_social,14,15,1,17735.171209819848,532055.1362945954,785.1098414618006,1,0
paid_social,14,16,1,14690.7791877658,440723.375632974,740.104994840616,1,0
paid_social,14,17,1,16519.923173555366,495597.695206661,741.9131305182499,1,0
paid_social,14,18,1,9366.329752661002,280989.8925798301,706.0883683358194,0,0
paid_social,14,19,1,8607.232698337248,258216.98095011743,711.9413170134903,0,0
paid_social,15,0,1,3390.5797808905636,101717.39342671691,504.4063731819338,0,1
paid_social,15,1,1,3513.9976937101196,105419.9308113036,596.4285202449738,0,1
paid_social,15,2,1,3342.9523871874453,100288.57161562335,670.5982530437377,0,1
paid_social,15,3,1,3762.170179314884,112865.10537944653,726.9890639922189,0,1
paid_social,15,4,1,2926.4926413609983,87794.77924082994,742.2206798972423,0,1
paid_social,15,5,1,3782.4978998035963,113474.93699410789,770.824110554105,0,1
paid_social,15,6,1,6180.576652275899,185417.29956827697,828.4893618577968,1,0
paid_social,15,7,1,6033.515060799856,181005.45182399568,870.8289543699441,1,0
paid_social,15,8,1,6624.299665567496,198728.98996702489,891.6000745671394,1,0
paid_social,15,9,1,6179.279820970183,185378.3946291055,842.1146255861232,1,0
paid_social,15,10,1,6106.806526164305,183204.19578492915,844.4551896662449,1,0
paid_social,15,11,1,6264.715668246773,187941.47004740319,840.2203535090061,1,0
paid_social,15,12,1,6623.798735389748,198713.96206169244,820.2604927010169,1,0
paid_social,15,13,1,6394.705750977895,191841.17252933685,739.7059079789208,1,0
paid_social,15,14,1,6132.679941653621,183980.39824960864,731.3967846122639,1,0
paid_social,15,15,1,5729.755109568942,171892.65328706827,668.4475026801641,1,0
paid_social,15,16,1,5711.527890299491,171345.83670898475,662.3734707237724,1,0
paid_social,15,17,1,5317.104725847671,159513.14177543012,620.5657327088205,1,0
paid_social,15,18,1,3635.7965364111037,109073.89609233312,623.02723813477,0,0
paid_social,15,19,1,3264.9987081806134,97949.96124541841,587.1932918649065,0,0
paid_social,16,0,1,3342.763902914335,100282.91708743006,454.8316577336263,0,1
paid_social,16,1,1,2876.7379478911535,86302.1384367346,509.9803833600051,0,1
paid_social,16,2,1,2558.314301712005,76749.42905136016,562.6671842162526,0,1
paid_social,16,3,1,2925.937200556186,87778.11601668557,611.3722244186899,0,1
paid_social,16,4,1,2743.528817179915,82305.86451539745,654.3486592621348,0,1
paid_social,16,5,1,3086.986324996863,92609.58974990589,711.963806282647,0,1
paid_social,16,6,1,5893.771981036331,176813.15943108994,747.3758836134168,1,0
paid_social,16,7,1,4793.865183220316,143815.95549660947,772.531005101805,1,0
paid_social,16,8,1,5242.476614841259,157274.29844523777,808.1329100880236,1,0
paid_social,16,9,1,6271.803425932326,188154.10277796976,808.63648086667,1,0
paid_social,16,10,1,5414.747892684824,162442.43678054473,805.2942733184193,1,0
paid_social,16,11,1,5231.831197092086,156954.93591276256,744.1473044311649,1,0
paid_social,16,12,1,5359.9493040001535,160798.4791200046,705.4997310683326,1,0
paid_social,16,13,1,6123.42620850307,183702.7862550921,712.9424425107507,1,0
paid_social,16,14,1,5293.450708764214,158803.52126292643,629.9258728234491,1,0
paid_social,16,15,1,5478.074019025182,164342.22057075545,610.8137529087733,1,0
paid_social,16,16,1,4649.459765355501,139483.79296066504,576.0729974990801,1,0
paid_social,16,17,1,4951.568597651055,148547.05792953164,544.9669294750393,1,0
paid_social,16,18,1,3104.096357907007,93122.89073721021,553.1732083361851,0,0
paid_social,16,19,1,2269.054543276304,68071.63629828912,510.11794870031326,0,0
paid_social,17,0,1,3277.810570287831,98334.31710863493,566.7154652676322,0,1
paid_social,17,1,1,3428.74046226808,102862.21386804241,647.3323051618258,0,1
paid_social,17,2,1,3119.1662931308497,93574.98879392548,690.2716812539865,0,1
paid_social,17,3,1,3310.209482423233,99306.28447269699,742.925429928745,0,1
paid_social,17,4,1,3354.5136259798323,100635.40877939497,801.124329093844,0,1
paid_social,17,5,1,3356.4642861078873,100693.92858323661,804.6437362732792,0,1
paid_social,17,6,1,5366.352435488307,160990.5730646492,895.8469011422299,1,0
paid_social,17,7,1,6161.000270177856,184830.00810533567,914.3494542964415,1,0
paid_social,17,8,1,5607.4152065730095,168222.45619719027,958.6737994887359,1,0
paid_social,17,9,1,5645.030734966012,169350.92204898034,910.4843200774136,1,0
paid_social,17,10,1,5796.692846878962,173900.78540636887,925.316379062159,1,0
paid_social,17,11,1,5364.2792958698265,160928.3788760948,876.6101417162373,1,0
paid_social,17,12,1,5272.4418271142185,158173.25481342655,870.4016495534091,1,0
paid_social,17,13,1,5981.305993609926,179439.17980829778,816.8208809494012,1,0
paid_social,17,14,1,5122.02340256452,153660.70207693562,760.2992365032295,1,0
paid_social,17,15,1,5145.658034580097,154369.7410374029,719.886170876186,1,0
