channel,cell,level_mult,market,week,treated,spend,impressions,conversions,campaign_window,pre_period
paid_social,0,-0.85,2,6,1,661.7236412821517,19851.70923846455,161.340022900251,1,0
paid_social,0,-0.85,2,7,1,337.45812717000734,10123.74381510022,131.36605500731744,1,0
paid_social,0,-0.85,2,8,1,776.5258124811705,23295.774374435117,157.3874730175503,1,0
paid_social,0,-0.85,2,9,1,317.396049810661,9521.88149431983,158.12426382790918,1,0
paid_social,0,-0.85,2,10,1,334.12583679127323,10023.775103738197,155.31180875075768,1,0
paid_social,0,-0.85,2,11,1,358.0514618088242,10741.543854264724,163.40362870264246,1,0
paid_social,0,-0.85,2,12,1,332.73819058233346,9982.145717470004,141.22598237652218,1,0
paid_social,0,-0.85,2,13,1,420.18001964353823,12605.400589306148,140.8595416566652,1,0
paid_social,0,-0.85,2,14,1,0.0,0.0,120.42975451929348,1,0
paid_social,0,-0.85,2,15,1,674.7788434883148,20243.365304649444,118.0074408811524,1,0
paid_social,0,-0.85,2,16,1,230.8598533372203,6925.795600116609,108.17568823247967,1,0
paid_social,0,-0.85,2,17,1,0.0,0.0,134.0193987575388,1,0
paid_social,0,-0.85,2,18,1,2534.8452827672127,76045.35848301637,104.14173504696286,0,0
paid_social,0,-0.85,2,19,1,1984.916901369691,59547.50704109073,121.63577773337877,0,0
paid_social,0,-0.85,3,0,1,1860.4565993959077,55813.69798187723,89.11807186663734,0,1
paid_social,0,-0.85,3,1,1,2031.15880807331,60934.7642421993,112.59580552588345,0,1
paid_social,0,-0.85,3,2,1,1925.1519122596553,57754.55736778966,94.33175672015783,0,1
paid_social,0,-0.85,3,3,1,2162.3865765459254,64871.59729637776,120.2555792272973,0,1
paid_social,0,-0.85,3,4,1,1828.728204245807,54861.846127374214,117.71813536457651,0,1
paid_social,0,-0.85,3,5,1,1724.7386782744318,51742.16034823295,122.74939850983908,0,1
paid_social,0,-0.85,3,6,1,627.3391579449552,18820.174738348658,131.25697364760174,1,0
paid_social,0,-0.85,3,7,1,993.2317877952153,29796.953633856458,141.55265571926216,1,0
paid_social,0,-0.85,3,8,1,133.96512471894724,4018.953741568417,138.0638068509796,1,0
paid_social,0,-0.85,3,9,1,196.28790134744705,5888.637040423411,113.62037691459322,1,0
paid_social,0,-0.85,3,10,1,482.17421302225847,14465.226390667754,138.55052526751754,1,0
paid_social,0,-0.85,3,11,1,727.5444927463737,21826.33478239121,131.81833688837764,1,0
paid_social,0,-0.85,3,12,1,776.8043763332571,23304.131289997713,128.40105061680177,1,0
paid_social,0,-0.85,3,13,1,183.47189716919118,5504.156915075735,102.15092713972118,1,0
paid_social,0,-0.85,3,14,1,48.851994545451696,1465.5598363635509,116.76893951545212,1,0
paid_social,0,-0.85,3,15,1,223.31970826498,6699.5912479494,90.32654227210607,1,0
paid_social,0,-0.85,3,16,1,592.8734090593476,17786.20227178043,96.95326005628935,1,0
paid_social,0,-0.85,3,17,1,374.30873663433135,11229.26209902994,86.33457984185475,1,0
paid_social,0,-0.85,3,18,1,1865.5952433565958,55967.85730069788,96.94574041748656,0,0
paid_social,0,-0.85,3,19,1,2114.5453405467897,63436.360216403686,107.02840716093141,0,0
paid_social,0,-0.85,4,0,1,1958.6162149923266,58758.4864497698,102.59103850678201,0,1
paid_social,0,-0.85,4,1,1,1983.0381557583362,59491.14467275009,138.35357306768023,0,1
paid_social,0,-0.85,4,2,1,1860.9291944387617,55827.87583316285,115.05853821485192,0,1
paid_social,0,-0.85,4,3,1,1897.3681867479102,56921.045602437305,115.28385152834346,0,1
paid_social,0,-0.85,4,4,1,1918.0976983259284,57542.93094977785,111.85054507176008,0,1
paid_social,0,-0.85,4,5,1,1982.3734104231823,59471.202312695474,152.99961674165357,0,1
paid_social,0,-0.85,4,6,1,278.54883450427684,8356.465035128305,142.99913445723976,1,0
paid_social,0,-0.85,4,7,1,1081.7765638915255,32453.296916745763,128.76771174358953,1,0
paid_social,0,-0.85,4,8,1,0.0,0.0,138.11558434296379,1,0
paid_social,0,-0.85,4,9,1,380.66767370471086,11420.030211141326,162.73826219793216,1,0
paid_social,0,-0.85,4,10,1,328.08810366933517,9842.643110080055,129.0967735829854,1,0
paid_social,0,-0.85,4,11,1,334.1176923702612,10023.530771107835,130.7696839128107,1,0
paid_social,0,-0.85,4,12,1,468.5227777197933,14055.683331593798,122.74934455177751,1,0
paid_social,0,-0.85,4,13,1,524.0012663009868,15720.037989029603,84.31178421684986,1,0
paid_social,0,-0.85,4,14,1,312.2364246538913,9367.092739616739,134.09333791492728,1,0
paid_social,0,-0.85,4,15,1,569.221774615687,17076.653238470608,112.78600049130134,1,0
paid_social,0,-0.85,4,16,1,78.12413657398332,2343.7240972194995,102.14795238163494,1,0
paid_social,0,-0.85,4,17,1,283.42040122733187,8502.612036819955,75.23001596960789,1,0
paid_social,0,-0.85,4,18,1,1748.818723335321,52464.56170005963,89.38575839647106,0,0
paid_social,0,-0.85,4,19,1,1851.4936058742637,55544.80817622791,111.41476362750751,0,0
paid_social,0,-0.85,5,0,1,2489.967005796723,74699.01017390168,118.00157363671363,0,1
paid_social,0,-0.85,5,1,1,2361.5036705777256,70845.11011733177,118.67353119401523,0,1
paid_social,0,-0.85,5,2,1,2125.707617401457,63771.22852204371,127.07863250250307,0,1
paid_social,0,-0.85,5,3,1,2315.9309938957053,69477.92981687115,116.23830977391667,0,1
paid_social,0,-0.85,5,4,1,2411.8788599734553,72356.36579920366,163.08428342847074,0,1
paid_social,0,-0.85,5,5,1,2399.6579246849064,71989.73774054719,167.7073273704624,0,1
paid_social,0,-0.85,5,6,1,280.85625803355435,8425.68774100663,135.98630003056005,1,0
paid_social,0,-0.85,5,7,1,519.0291640226353,15570.87492067906,134.048236440739,1,0
paid_social,0,-0.85,5,8,1,439.0584558229765,13171.753674689295,146.84313722937733,1,0
paid_social,0,-0.85,5,9,1,843.9100134767808,25317.300404303423,144.45720881595926,1,0
paid_social,0,-0.85,5,10,1,825.8527481106835,24775.582443320505,149.61585602008034,1,0
paid_social,0,-0.85,5,11,1,441.8024831278693,13254.07449383608,125.49221009016972,1,0
paid_social,0,-0.85,5,12,1,759.6392405487716,22789.177216463147,152.7046078351615,1,0
paid_social,0,-0.85,5,13,1,239.70999131680946,7191.299739504284,122.39711448661295,1,0
paid_social,0,-0.85,5,14,1,391.60200423543887,11748.060127063167,116.54174337549223,1,0
paid_social,0,-0.85,5,15,1,718.8755080007494,21566.265240022483,79.28192002665995,1,0
paid_social,0,-0.85,5,16,1,0.0,0.0,102.84853333849586,1,0
paid_social,0,-0.85,5,17,1,908.2982271165599,27248.946813496797,103.40374993959455,1,0
paid_social,0,-0.85,5,18,1,2450.907355418004,73527.22066254012,97.67676895461447,0,0
paid_social,0,-0.85,5,19,1,2117.4758179532528,63524.27453859758,99.83821908014289,0,0
paid_social,0,-0.85,6,0,1,2084.731478217492,62541.94434652476,102.72895741641406,0,1
paid_social,0,-0.85,6,1,1,1315.8359036631664,39475.07710989499,100.90439927195591,0,1
paid_social,0,-0.85,6,2,1,1724.4832444006458,51734.497332019375,110.08656843577509,0,1
paid_social,0,-0.85,6,3,1,2014.5713093545212,60437.13928063564,114.06467206095692,0,1
paid_social,0,-0.85,6,4,1,1030.1252257269891,30903.756771809676,122.65549697998225,0,1
paid_social,0,-0.85,6,5,1,1545.6108140113465,46368.324420340396,140.92914305593652,0,1
paid_social,0,-0.85,6,6,1,347.36170285471286,10420.851085641385,144.2062253750986,1,0
paid_social,0,-0.85,6,7,1,688.505162411049,20655.15487233147,159.2108202387451,1,0
paid_social,0,-0.85,6,8,1,263.28455612941275,7898.536683882383,148.29793723643536,1,0
paid_social,0,-0.85,6,9,1,417.0902959838677,12512.70887951603,137.7737840953114,1,0
paid_social,0,-0.85,6,10,1,125.72270848572686,3771.6812545718058,150.21574236338822,1,0
paid_social,0,-0.85,6,11,1,291.65778265577563,8749.733479673268,137.37413785844382,1,0
paid_social,0,-0.85,6,12,1,210.13045342004963,6303.913602601489,130.07412979664736,1,0
paid_social,0,-0.85,6,13,1,191.57916007973472,5747.374802392042,86.92462765334287,1,0
paid_social,0,-0.85,6,14,1,326.3881678451437,9791.645035354311,102.16481544310821,1,0
paid_social,0,-0.85,6,15,1,0.0,0.0,114.6302939025732,1,0
paid_social,0,-0.85,6,16,1,145.44570818309367,4363.37124549281,101.78346577552131,1,0
paid_social,0,-0.85,6,17,1,478.91920947283165,14367.57628418495,101.91402399991549,1,0
paid_social,0,-0.85,6,18,1,1539.261601942015,46177.848058260446,79.74100548071353,0,0
paid_social,0,-0.85,6,19,1,1781.237815104245,53437.13445312735,112.7897764634265,0,0
paid_social,0,-0.85,7,0,1,2275.097104137052,68252.91312411157,124.2074976493483,0,1
paid_social,0,-0.85,7,1,1,1852.91907473908,55587.572242172406,114.85112029530887,0,1
paid_social,0,-0.85,7,2,1,1667.6244591699287,50028.73377509786,137.7297378491546,0,1
paid_social,0,-0.85,7,3,1,1805.5199660836681,54165.59898251004,169.23053408548864,0,1
paid_social,0,-0.85,7,4,1,1892.8439792949625,56785.31937884888,130.85888104110947,0,1
paid_social,0,-0.85,7,5,1,1958.617551943947,58758.526558318415,151.8305752749961,0,1
paid_social,0,-0.85,7,6,1,44.295080613921165,1328.852418417635,147.60025383152458,1,0
paid_social,0,-0.85,7,7,1,339.92374688179746,10197.712406453924,163.60059134515728,1,0
paid_social,0,-0.85,7,8,1,693.1867886211209,20795.603658633627,157.3351766908139,1,0
paid_social,0,-0.85,7,9,1,318.42188159288975,9552.656447786692,142.441348010885,1,0
paid_social,0,-0.85,7,10,1,374.9916472427877,11249.74941728363,149.4713907160922,1,0
paid_social,0,-0.85,7,11,1,511.64613739792696,15349.384121937808,140.97858228861583,1,0
paid_social,0,-0.85,7,12,1,412.47046813103833,12374.11404393115,144.74979329753006,1,0
paid_social,0,-0.85,7,13,1,279.54373657175165,8386.31209715255,157.3313716865895,1,0
paid_social,0,-0.85,7,14,1,341.53383024214565,10246.014907264369,133.99117309282937,1,0
paid_social,0,-0.85,7,15,1,381.4030414048318,11442.091242144954,138.9135429853951,1,0
paid_social,0,-0.85,7,16,1,176.27974818543103,5288.392445562931,137.91264111228293,1,0
paid_social,0,-0.85,7,17,1,661.3857612899034,19841.572838697102,120.27787217080706,1,0
paid_social,0,-0.85,7,18,1,1738.1911071101958,52145.73321330587,122.26654728131417,0,0
paid_social,0,-0.85,7,19,1,1492.7074130958442,44781.22239287533,132.85386866013027,0,0
paid_social,0,-0.85,8,0,1,1759.7392039509882,52792.17611852965,87.45647282006124,0,1
paid_social,0,-0.85,8,1,1,1628.5923430161722,48857.77029048517,100.76742998461104,0,1
paid_social,0,-0.85,8,2,1,1508.4263388718443,45252.79016615533,104.07133638561042,0,1
paid_social,0,-0.85,8,3,1,1775.9912411861246,53279.737235583736,120.95072405107756,0,1
paid_social,0,-0.85,8,4,1,1618.4227029014155,48552.68108704247,112.95146176866895,0,1
paid_social,0,-0.85,8,5,1,1554.8308841118655,46644.92652335596,122.47280051994709,0,1
paid_social,0,-0.85,8,6,1,469.9656835739018,14098.970507217055,123.29548442110513,1,0
paid_social,0,-0.85,8,7,1,484.32791922622687,14529.837576786806,122.46933290676967,1,0
paid_social,0,-0.85,8,8,1,165.87875464388028,4976.362639316409,143.02006446241617,1,0
paid_social,0,-0.85,8,9,1,106.31832884235797,3189.5498652707392,132.76093373516684,1,0
paid_social,0,-0.85,8,10,1,176.84996821058982,5305.499046317695,121.53140321545222,1,0
paid_social,0,-0.85,8,11,1,0.0,0.0,112.38560758576055,1,0
paid_social,0,-0.85,8,12,1,330.23665243708285,9907.099573112486,106.91555910377252,1,0
paid_social,0,-0.85,8,13,1,475.11523588533987,14253.457076560197,81.64434230786324,1,0
paid_social,0,-0.85,8,14,1,405.5165922264605,12165.497766793815,87.7125773077759,1,0
paid_social,0,-0.85,8,15,1,0.0,0.0,109.07788849600158,1,0
paid_social,0,-0.85,8,16,1,192.2411178219622,5767.233534658866,87.44954152983732,1,0
paid_social,0,-0.85,8,17,1,0.0,0.0,99.23892351035707,1,0
paid_social,0,-0.85,8,18,1,1541.0231445806398,46230.6943374192,87.29239372514428,0,0
paid_social,0,-0.85,8,19,1,1615.3816332548338,48461.44899764501,104.36767645141552,0,0
paid_social,0,-0.85,9,0,1,1805.8762896519374,54176.288689558125,110.62273982392064,0,1
paid_social,0,-0.85,9,1,1,2189.351607638438,65680.54822915314,99.94514270445703,0,1
paid_social,0,-0.85,9,2,1,1897.2048804882145,56916.146414646435,106.09533770018245,0,1
paid_social,0,-0.85,9,3,1,2212.140606210663,66364.2181863199,129.0083680264306,0,1
paid_social,0,-0.85,9,4,1,1807.0939143854762,54212.81743156428,131.15000287115086,0,1
paid_social,0,-0.85,9,5,1,1910.3453334564038,57310.36000369211,123.64101489908289,0,1
paid_social,0,-0.85,9,6,1,652.4650257504883,19573.950772514647,146.4187785159113,1,0
paid_social,0,-0.85,9,7,1,399.220574415187,11976.61723245561,171.46478324486517,1,0
paid_social,0,-0.85,9,8,1,141.18588043153602,4235.57641294608,141.14827771552055,1,0
paid_social,0,-0.85,9,9,1,462.5215736696744,13875.647210090232,146.64904668641256,1,0
paid_social,0,-0.85,9,10,1,0.0,0.0,137.30819750999052,1,0
paid_social,0,-0.85,9,11,1,452.7081242282278,13581.243726846835,137.40547051924867,1,0
paid_social,0,-0.85,9,12,1,408.59223612331846,12257.767083699553,127.22212561948695,1,0
paid_social,0,-0.85,9,13,1,51.408708952280236,1542.261268568407,109.71406573195996,1,0
paid_social,0,-0.85,9,14,1,145.85505096181998,4375.6515288546,118.84691319605446,1,0
paid_social,0,-0.85,9,15,1,457.7014025013908,13731.042075041725,113.58920683890898,1,0
paid_social,0,-0.85,9,16,1,440.4076306681452,13212.228920044356,100.90843962728997,1,0
paid_social,0,-0.85,9,17,1,0.0,0.0,112.03305761956878,1,0
paid_social,0,-0.85,9,18,1,1785.0663559545026,53551.99067863508,102.51197561153539,0,0
paid_social,0,-0.85,9,19,1,1733.5960655201977,52007.881965605935,107.1145776127936,0,0
paid_social,0,-0.85,10,0,1,2148.9725976251166,64469.1779287535,140.21305106698324,0,1
paid_social,0,-0.85,10,1,1,1909.3421399178721,57280.26419753616,123.45495130996247,0,1
paid_social,0,-0.85,10,2,1,1325.5432590454704,39766.297771364116,158.66934882766282,0,1
paid_social,0,-0.85,10,3,1,1933.031338061968,57990.94014185904,135.02008852178272,0,1
paid_social,0,-0.85,10,4,1,1746.284639641065,52388.53918923195,149.5423796938623,0,1
paid_social,0,-0.85,10,5,1,2130.233915267456,63907.01745802368,149.55976431793096,0,1
paid_social,0,-0.85,10,6,1,447.9336289889773,13438.00886966932,158.2969902106526,1,0
paid_social,0,-0.85,10,7,1,346.74302470247665,10402.2907410743,141.8355622874113,1,0
paid_social,0,-0.85,10,8,1,229.29479800385235,6878.84394011557,137.25732537690294,1,0
paid_social,0,-0.85,10,9,1,417.755141402181,12532.65424206543,144.83105598251234,1,0
paid_social,0,-0.85,10,10,1,708.8875327381558,21266.625982144673,140.08521471272758,1,0
paid_social,0,-0.85,10,11,1,114.66821665758592,3440.0464997275776,139.5728075293517,1,0
paid_social,0,-0.85,10,12,1,305.78117287758505,9173.435186327551,132.2570908330708,1,0
paid_social,0,-0.85,10,13,1,839.568779693928,25187.063390817842,144.80264749746752,1,0
paid_social,0,-0.85,10,14,1,47.706095710366206,1431.1828713109862,126.75342104249624,1,0
paid_social,0,-0.85,10,15,1,354.4918936959,10634.756810877,118.94098447983735,1,0
paid_social,0,-0.85,10,16,1,63.80625848606966,1914.1877545820898,117.22817701438655,1,0
paid_social,0,-0.85,10,17,1,424.39267703328903,12731.78031099867,102.29244390507631,1,0
paid_social,0,-0.85,10,18,1,1474.8654292547828,44245.962877643484,114.38446048376434,0,0
paid_social,0,-0.85,10,19,1,1716.292509771251,51488.77529313753,120.50963684257106,0,0
paid_social,0,-0.85,11,0,1,2093.3598364305494,62800.79509291649,89.79838010174963,0,1
paid_social,0,-0.85,11,1,1,1892.1451796298259,56764.35538889478,89.96004633382395,0,1
paid_social,0,-0.85,11,2,1,1966.182658513335,58985.47975540005,109.62773599679808,0,1
paid_social,0,-0.85,11,3,1,2494.212517513023,74826.3755253907,139.4067725351031,0,1
paid_social,0,-0.85,11,4,1,2583.495341216773,77504.86023650318,137.77409966247336,0,1
paid_social,0,-0.85,11,5,1,2026.1357232115495,60784.07169634649,134.1628156570762,0,1
paid_social,0,-0.85,11,6,1,487.1205653456496,14613.616960369487,140.3999792245051,1,0
paid_social,0,-0.85,11,7,1,599.9536369996965,17998.609109990895,148.58739504682075,1,0
paid_social,0,-0.85,11,8,1,308.4303492339944,9252.910477019832,158.1976543990161,1,0
paid_social,0,-0.85,11,9,1,759.6374351116878,22789.12305335063,143.2876557766605,1,0
paid_social,0,-0.85,11,10,1,0.0,0.0,120.57989193626545,1,0
paid_social,0,-0.85,11,11,1,366.87912978983513,11006.373893695054,120.89130953660498,1,0
paid_social,0,-0.85,11,12,1,302.10145111139013,9063.043533341704,107.88190338470372,1,0
paid_social,0,-0.85,11,13,1,294.72765875892634,8841.82976276779,102.04797387845711,1,0
paid_social,0,-0.85,11,14,1,601.4070576388438,18042.211729165312,114.93458851773319,1,0
paid_social,0,-0.85,11,15,1,64.18197026411144,1925.4591079233433,130.21093646491119,1,0
paid_social,0,-0.85,11,16,1,277.30791907694146,8319.237572308244,113.30712703250451,1,0
paid_social,0,-0.85,11,17,1,822.6419097531257,24679.25729259377,95.8765359355713,1,0
paid_social,0,-0.85,11,18,1,2138.261597488904,64147.84792466713,93.91032418804612,0,0
paid_social,0,-0.85,11,19,1,1944.0218670986312,58320.656012958934,107.35736374772227,0,0
paid_social,0,-0.85,12,0,1,2414.603031066794,72438.09093200382,127.78996143080954,0,1
paid_social,0,-0.85,12,1,1,2414.849068166004,72445.47204498012,115.84607533965706,0,1
paid_social,0,-0.85,12,2,1,2089.315679897219,62679.47039691657,119.26441811255157,0,1
paid_social,0,-0.85,12,3,1,2659.4056887755837,79782.1706632675,140.3751937241073,0,1
paid_social,0,-0.85,12,4,1,2433.7941418785776,73013.82425635733,136.89492292550972,0,1
paid_social,0,-0.85,12,5,1,2412.343722284187,72370.31166852561,128.29564686595944,0,1
paid_social,0,-0.85,12,6,1,615.461479143323,18463.84437429969,159.0297683831005,1,0
paid_social,0,-0.85,12,7,1,228.92185863356767,6867.65575900703,137.79980274636776,1,0
paid_social,0,-0.85,12,8,1,290.4580973062179,8713.742919186538,154.92000182852584,1,0
paid_social,0,-0.85,12,9,1,536.4362670876658,16093.088012629974,141.34566817867423,1,0
paid_social,0,-0.85,12,10,1,453.87548947100004,13616.264684130001,154.52835130779994,1,0
paid_social,0,-0.85,12,11,1,301.57959027743397,9047.387708323018,166.64657237558623,1,0
paid_social,0,-0.85,12,12,1,370.81365256430945,11124.409576929284,140.40939738649385,1,0
paid_social,0,-0.85,12,13,1,248.90774703539063,7467.232411061719,112.68218904653182,1,0
paid_social,0,-0.85,12,14,1,0.0,0.0,123.27141435741916,1,0
paid_social,0,-0.85,12,15,1,0.0,0.0,116.45072237242344,1,0
paid_social,0,-0.85,12,16,1,499.41913320593835,14982.573996178151,115.55694330662988,1,0
paid_social,0,-0.85,12,17,1,573.5840315879594,17207.520947638783,123.9713718941394,1,0
paid_social,0,-0.85,12,18,1,2259.520943011803,67785.62829035409,105.547510919148,0,0
paid_social,0,-0.85,12,19,1,2201.7003156755145,66051.00947026543,121.98734000511487,0,0
paid_social,0,-0.85,13,0,1,2285.8127816883543,68574.38345065062,111.32778513563187,0,1
paid_social,0,-0.85,13,1,1,2155.252556840812,64657.57670522436,119.88675746336114,0,1
paid_social,0,-0.85,13,2,1,2548.9868205063112,76469.60461518934,121.54296437815988,0,1
paid_social,0,-0.85,13,3,1,2591.9293652976144,77757.88095892844,133.6289234806191,0,1
paid_social,0,-0.85,13,4,1,2334.5188588448523,70035.56576534557,132.38429379217686,0,1
paid_social,0,-0.85,13,5,1,1565.91280975206,46977.3842925618,168.64912963659862,0,1
paid_social,0,-0.85,13,6,1,586.447613912189,17593.42841736567,150.99727349048158,1,0
paid_social,0,-0.85,13,7,1,393.6252440561,11808.757321682999,151.01743374418612,1,0
paid_social,0,-0.85,13,8,1,573.9720178520862,17219.160535562587,142.07576749532953,1,0
paid_social,0,-0.85,13,9,1,668.7955230693359,20063.86569208008,135.29963126869188,1,0
paid_social,0,-0.85,13,10,1,652.5121905196349,19575.365715589047,140.5334344228515,1,0
paid_social,0,-0.85,13,11,1,293.06255177444814,8791.876553233444,136.3285243978077,1,0
paid_social,0,-0.85,13,12,1,729.2914440430607,21878.74332129182,131.5706831653335,1,0
paid_social,0,-0.85,13,13,1,255.0630676850383,7651.892030551149,94.97454217531461,1,0
paid_social,0,-0.85,13,14,1,537.7911965610341,16133.735896831022,118.81754285556933,1,0
paid_social,0,-0.85,13,15,1,202.2559066852511,6067.677200557533,118.65134657563522,1,0
paid_social,0,-0.85,13,16,1,161.35813755025666,4840.7441265077,117.04538911961174,1,0
paid_social,0,-0.85,13,17,1,127.82484594481963,3834.745378344589,96.03863661153815,1,0
paid_social,0,-0.85,13,18,1,1968.2901492500532,59048.7044775016,112.07934894796931,0,0
paid_social,0,-0.85,13,19,1,1784.917991438975,53547.53974316925,107.96961416659914,0,0
paid_social,0,-0.85,14,0,1,1945.6404839355287,58369.21451806586,115.01859920778668,0,1
paid_social,0,-0.85,14,1,1,1961.1200788488566,58833.6023654657,109.68231759757094,0,1
paid_social,0,-0.85,14,2,1,1786.0056278001646,53580.16883400494,126.62907410977536,0,1
paid_social,0,-0.85,14,3,1,1913.4056689682204,57402.17006904661,150.20756030569734,0,1
paid_social,0,-0.85,14,4,1,1873.8766107705412,56216.298323116236,159.47889143327563,0,1
paid_social,0,-0.85,14,5,1,1804.551505296705,54136.54515890115,161.9349490114688,0,1
paid_social,0,-0.85,14,6,1,311.84234502135564,9355.270350640669,151.13936694718433,1,0
paid_social,0,-0.85,14,7,1,328.3334360296178,9850.003080888535,145.46636129381275,1,0
paid_social,0,-0.85,14,8,1,534.8999259598446,16046.99777879534,150.46580015713377,1,0
paid_social,0,-0.85,14,9,1,704.4560109654752,21133.680328964256,142.8817337305715,1,0
paid_social,0,-0.85,14,10,1,66.40779996104006,1992.2339988312015,158.25900293302365,1,0
paid_social,0,-0.85,14,11,1,842.3808340679292,25271.425022037874,144.78600622418617,1,0
paid_social,0,-0.85,14,12,1,739.6936925819648,22190.810777458944,147.61945734509044,1,0
paid_social,0,-0.85,14,13,1,524.1346819378758,15724.040458136275,127.25560161661215,1,0
paid_social,0,-0.85,14,14,1,461.9366394604025,13858.099183812075,137.12341267132618,1,0
paid_social,0,-0.85,14,15,1,293.76458812493416,8812.937643748024,136.37044071800992,1,0
paid_social,0,-0.85,14,16,1,621.6314522800225,18648.943568400675,133.72717634978108,1,0
paid_social,0,-0.85,14,17,1,320.95206231199893,9628.561869359968,112.82344938377983,1,0
paid_social,0,-0.85,14,18,1,1640.5123320593711,49215.369961781136,102.99763361946627,0,0
paid_social,0,-0.85,14,19,1,2127.3913783838357,63821.74135151507,109.40178754288603,0,0
paid_social,0,-0.85,15,0,1,2328.252799110588,69847.58397331764,133.99655249485932,0,1
paid_social,0,-0.85,15,1,1,1993.5356566702098,59806.069700106294,154.41946535426388,0,1
paid_social,0,-0.85,15,2,1,1943.5831025058212,58307.493075174636,151.64281411644407,0,1
